W	X	Y	Z	D	stderr	Zscore	BABA	ABBA	nsnps	timescale	parameters	stat	ds	select	rep
Afr	AMH1	Vindija	outgroup	-0.0023	0.014011	-0.165	1477	1484	99599	medium	pseudohaploid	dstat	100000	all	44
Afr	admix	Vindija	outgroup	-0.1268	0.014932	-8.493	1389	1792	99616	medium	pseudohaploid	dstat	100000	all	45
Afr	AMH1	Vindija	outgroup	-0.0096	0.013694	-0.699	1466	1495	99616	medium	pseudohaploid	dstat	100000	all	45
Afr	admix	Vindija	outgroup	-0.111	0.014326	-7.748	1461	1825	99519	medium	pseudohaploid	dstat	100000	all	46
Afr	AMH1	Vindija	outgroup	-0.0053	0.013181	-0.399	1525	1541	99519	medium	pseudohaploid	dstat	100000	all	46
Afr	admix	Vindija	outgroup	-0.1016	0.014574	-6.97	1437	1762	99564	medium	pseudohaploid	dstat	100000	all	47
Afr	AMH1	Vindija	outgroup	0.0167	0.013818	1.208	1495	1446	99564	medium	pseudohaploid	dstat	100000	all	47
Afr	admix	Vindija	outgroup	-0.115	0.014011	-8.205	1443	1817	99584	medium	pseudohaploid	dstat	100000	all	48
Afr	AMH1	Vindija	outgroup	-0.0066	0.013228	-0.501	1479	1499	99584	medium	pseudohaploid	dstat	100000	all	48
Afr	admix	Vindija	outgroup	-0.1462	0.014022	-10.426	1367	1835	99585	medium	pseudohaploid	dstat	100000	all	49
Afr	AMH1	Vindija	outgroup	-0.0231	0.013521	-1.712	1456	1525	99585	medium	pseudohaploid	dstat	100000	all	49
Afr	admix	Vindija	outgroup	-0.1305	0.01351	-9.658	1369	1780	99546	medium	pseudohaploid	dstat	100000	all	50
Afr	AMH1	Vindija	outgroup	0.0037	0.01345	0.274	1451	1441	99546	medium	pseudohaploid	dstat	100000	all	50
Afr	admix	Vindija	outgroup	-0.1283	0.014093	-9.105	1422	1840	99589	medium	pseudohaploid	dstat	100000	all	51
Afr	AMH1	Vindija	outgroup	-0.0118	0.0135	-0.873	1512	1548	99589	medium	pseudohaploid	dstat	100000	all	51
Afr	admix	Vindija	outgroup	-0.0901	0.014454	-6.231	1491	1787	99586	medium	pseudohaploid	dstat	100000	all	52
Afr	AMH1	Vindija	outgroup	9e-04	0.013683	0.068	1525	1522	99586	medium	pseudohaploid	dstat	100000	all	52
Afr	admix	Vindija	outgroup	-0.1022	0.014406	-7.093	1450	1780	99576	medium	pseudohaploid	dstat	100000	all	53
Afr	AMH1	Vindija	outgroup	0.0028	0.013233	0.211	1514	1505	99576	medium	pseudohaploid	dstat	100000	all	53
Afr	admix	Vindija	outgroup	-0.114	0.014362	-7.94	1395	1753	99553	medium	pseudohaploid	dstat	100000	all	54
Afr	AMH1	Vindija	outgroup	0.0033	0.013473	0.244	1454	1444	99553	medium	pseudohaploid	dstat	100000	all	54
Afr	admix	Vindija	outgroup	-0.1058	0.014478	-7.309	1445	1787	99574	medium	pseudohaploid	dstat	100000	all	55
Afr	AMH1	Vindija	outgroup	0.0014	0.013373	0.103	1519	1515	99574	medium	pseudohaploid	dstat	100000	all	55
Afr	admix	Vindija	outgroup	-0.1179	0.0147	-8.023	1444	1829	99526	medium	pseudohaploid	dstat	100000	all	56
Afr	AMH1	Vindija	outgroup	-0.0156	0.013018	-1.2	1494	1541	99526	medium	pseudohaploid	dstat	100000	all	56
Afr	admix	Vindija	outgroup	-0.1078	0.013983	-7.706	1444	1793	99552	medium	pseudohaploid	dstat	100000	all	57
Afr	AMH1	Vindija	outgroup	-0.0026	0.013947	-0.187	1482	1490	99552	medium	pseudohaploid	dstat	100000	all	57
Afr	admix	Vindija	outgroup	-0.1186	0.014495	-8.182	1421	1804	99599	medium	pseudohaploid	dstat	100000	all	58
Afr	AMH1	Vindija	outgroup	0.0041	0.012784	0.322	1476	1464	99599	medium	pseudohaploid	dstat	100000	all	58
Afr	admix	Vindija	outgroup	-0.1271	0.014077	-9.027	1398	1806	99527	medium	pseudohaploid	dstat	100000	all	59
Afr	AMH1	Vindija	outgroup	8e-04	0.013171	0.063	1489	1487	99527	medium	pseudohaploid	dstat	100000	all	59
Afr	admix	Vindija	outgroup	-0.1175	0.013833	-8.492	1417	1794	99585	medium	pseudohaploid	dstat	100000	all	60
Afr	AMH1	Vindija	outgroup	-0.0039	0.013603	-0.286	1482	1494	99585	medium	pseudohaploid	dstat	100000	all	60
Afr	admix	Vindija	outgroup	-0.1285	0.01338	-9.607	1398	1811	99528	medium	pseudohaploid	dstat	100000	all	61
Afr	AMH1	Vindija	outgroup	-0.0098	0.012873	-0.76	1464	1493	99528	medium	pseudohaploid	dstat	100000	all	61
Afr	admix	Vindija	outgroup	-0.1121	0.014179	-7.904	1429	1790	99568	medium	pseudohaploid	dstat	100000	all	62
Afr	AMH1	Vindija	outgroup	0.0104	0.013306	0.783	1495	1464	99568	medium	pseudohaploid	dstat	100000	all	62
Afr	admix	Vindija	outgroup	-0.0861	0.013665	-6.302	1451	1725	99528	medium	pseudohaploid	dstat	100000	all	63
Afr	AMH1	Vindija	outgroup	0.0122	0.013266	0.917	1478	1443	99528	medium	pseudohaploid	dstat	100000	all	63
Afr	admix	Vindija	outgroup	-0.0955	0.014008	-6.815	1448	1754	99540	medium	pseudohaploid	dstat	100000	all	64
Afr	AMH1	Vindija	outgroup	0.0011	0.01393	0.081	1489	1485	99540	medium	pseudohaploid	dstat	100000	all	64
Afr	admix	Vindija	outgroup	-0.117	0.014538	-8.046	1392	1760	99523	medium	pseudohaploid	dstat	100000	all	65
Afr	AMH1	Vindija	outgroup	-0.0047	0.013519	-0.346	1451	1465	99523	medium	pseudohaploid	dstat	100000	all	65
Afr	admix	Vindija	outgroup	-0.1114	0.014013	-7.948	1414	1769	99549	medium	pseudohaploid	dstat	100000	all	66
Afr	AMH1	Vindija	outgroup	-0.0068	0.014461	-0.468	1462	1482	99549	medium	pseudohaploid	dstat	100000	all	66
Afr	admix	Vindija	outgroup	-0.1197	0.014527	-8.239	1411	1795	99574	medium	pseudohaploid	dstat	100000	all	67
Afr	AMH1	Vindija	outgroup	-0.0031	0.01361	-0.227	1470	1479	99574	medium	pseudohaploid	dstat	100000	all	67
Afr	admix	Vindija	outgroup	-0.1267	0.014662	-8.641	1415	1825	99538	medium	pseudohaploid	dstat	100000	all	68
Afr	AMH1	Vindija	outgroup	-0.0205	0.013791	-1.486	1467	1528	99538	medium	pseudohaploid	dstat	100000	all	68
Afr	admix	Vindija	outgroup	-0.1021	0.015417	-6.62	1445	1774	99552	medium	pseudohaploid	dstat	100000	all	69
Afr	AMH1	Vindija	outgroup	-0.0114	0.013392	-0.854	1466	1500	99552	medium	pseudohaploid	dstat	100000	all	69
Afr	admix	Vindija	outgroup	-0.1235	0.013909	-8.88	1389	1780	99570	medium	pseudohaploid	dstat	100000	all	70
Afr	AMH1	Vindija	outgroup	-0.0148	0.013146	-1.123	1442	1485	99570	medium	pseudohaploid	dstat	100000	all	70
Afr	admix	Vindija	outgroup	-0.0943	0.014337	-6.577	1475	1782	99572	medium	pseudohaploid	dstat	100000	all	71
Afr	AMH1	Vindija	outgroup	0.0209	0.012909	1.621	1572	1507	99572	medium	pseudohaploid	dstat	100000	all	71
Afr	admix	Vindija	outgroup	-0.1214	0.014312	-8.484	1412	1802	99530	medium	pseudohaploid	dstat	100000	all	72
Afr	AMH1	Vindija	outgroup	0.0145	0.013867	1.048	1511	1468	99530	medium	pseudohaploid	dstat	100000	all	72
Afr	admix	Vindija	outgroup	-0.1159	0.014664	-7.902	1410	1779	99588	medium	pseudohaploid	dstat	100000	all	73
Afr	AMH1	Vindija	outgroup	-0.0052	0.014145	-0.368	1469	1485	99588	medium	pseudohaploid	dstat	100000	all	73
Afr	admix	Vindija	outgroup	-0.1281	0.013351	-9.597	1392	1801	99590	medium	pseudohaploid	dstat	100000	all	74
Afr	AMH1	Vindija	outgroup	-0.0013	0.013089	-0.101	1482	1486	99590	medium	pseudohaploid	dstat	100000	all	74
Afr	admix	Vindija	outgroup	-0.1197	0.013895	-8.618	1377	1751	99554	medium	pseudohaploid	dstat	100000	all	75
Afr	AMH1	Vindija	outgroup	-0.0012	0.013606	-0.086	1471	1475	99554	medium	pseudohaploid	dstat	100000	all	75
Afr	admix	Vindija	outgroup	-0.1391	0.014404	-9.657	1385	1832	99586	medium	pseudohaploid	dstat	100000	all	76
Afr	AMH1	Vindija	outgroup	-0.0232	0.013745	-1.687	1431	1499	99586	medium	pseudohaploid	dstat	100000	all	76
Afr	admix	Vindija	outgroup	-0.1092	0.013796	-7.914	1414	1761	99519	medium	pseudohaploid	dstat	100000	all	77
Afr	AMH1	Vindija	outgroup	0.0242	0.013195	1.837	1541	1468	99519	medium	pseudohaploid	dstat	100000	all	77
Afr	admix	Vindija	outgroup	-0.1276	0.014026	-9.101	1418	1833	99548	medium	pseudohaploid	dstat	100000	all	78
Afr	AMH1	Vindija	outgroup	-0.0074	0.013551	-0.548	1493	1515	99548	medium	pseudohaploid	dstat	100000	all	78
Afr	admix	Vindija	outgroup	-0.1092	0.014362	-7.603	1415	1761	99575	medium	pseudohaploid	dstat	100000	all	79
Afr	AMH1	Vindija	outgroup	-0.0105	0.014529	-0.722	1470	1501	99575	medium	pseudohaploid	dstat	100000	all	79
Afr	admix	Vindija	outgroup	-0.1228	0.014189	-8.652	1396	1787	99561	medium	pseudohaploid	dstat	100000	all	80
Afr	AMH1	Vindija	outgroup	-0.0233	0.013673	-1.708	1446	1515	99561	medium	pseudohaploid	dstat	100000	all	80
Afr	admix	Vindija	outgroup	-0.0869	0.013792	-6.301	1458	1735	99588	medium	pseudohaploid	dstat	100000	all	81
Afr	AMH1	Vindija	outgroup	0.0082	0.013218	0.623	1530	1505	99588	medium	pseudohaploid	dstat	100000	all	81
Afr	admix	Vindija	outgroup	-0.1097	0.013677	-8.021	1459	1819	99565	medium	pseudohaploid	dstat	100000	all	82
Afr	AMH1	Vindija	outgroup	0.0028	0.013797	0.203	1502	1494	99565	medium	pseudohaploid	dstat	100000	all	82
Afr	admix	Vindija	outgroup	-0.1212	0.014085	-8.609	1404	1791	99565	medium	pseudohaploid	dstat	100000	all	83
Afr	AMH1	Vindija	outgroup	-0.0018	0.0142	-0.128	1455	1460	99565	medium	pseudohaploid	dstat	100000	all	83
Afr	admix	Vindija	outgroup	-0.0919	0.014113	-6.511	1448	1741	99556	medium	pseudohaploid	dstat	100000	all	84
Afr	AMH1	Vindija	outgroup	-0.0132	0.013551	-0.977	1456	1495	99556	medium	pseudohaploid	dstat	100000	all	84
Afr	admix	Vindija	outgroup	-0.1082	0.014139	-7.654	1375	1709	99552	medium	pseudohaploid	dstat	100000	all	85
Afr	AMH1	Vindija	outgroup	3e-04	0.013393	0.021	1458	1457	99552	medium	pseudohaploid	dstat	100000	all	85
Afr	admix	Vindija	outgroup	-0.1318	0.013976	-9.428	1385	1806	99570	medium	pseudohaploid	dstat	100000	all	86
Afr	AMH1	Vindija	outgroup	-0.005	0.013268	-0.379	1478	1493	99570	medium	pseudohaploid	dstat	100000	all	86
Afr	admix	Vindija	outgroup	-0.1003	0.013639	-7.351	1433	1752	99544	medium	pseudohaploid	dstat	100000	all	87
Afr	AMH1	Vindija	outgroup	-0.004	0.012802	-0.311	1475	1487	99544	medium	pseudohaploid	dstat	100000	all	87
Afr	admix	Vindija	outgroup	-0.119	0.014675	-8.107	1411	1792	99584	medium	pseudohaploid	dstat	100000	all	88
Afr	AMH1	Vindija	outgroup	0.019	0.013823	1.371	1507	1451	99584	medium	pseudohaploid	dstat	100000	all	88
Afr	admix	Vindija	outgroup	-0.0985	0.013199	-7.466	1437	1751	99543	medium	pseudohaploid	dstat	100000	all	89
Afr	AMH1	Vindija	outgroup	0.026	0.01372	1.898	1524	1447	99543	medium	pseudohaploid	dstat	100000	all	89
Afr	admix	Vindija	outgroup	-0.1272	0.013761	-9.24	1385	1788	99555	medium	pseudohaploid	dstat	100000	all	90
Afr	AMH1	Vindija	outgroup	0.0119	0.013758	0.864	1515	1480	99555	medium	pseudohaploid	dstat	100000	all	90
Afr	admix	Vindija	outgroup	-0.1195	0.0149	-8.018	1412	1795	99571	medium	pseudohaploid	dstat	100000	all	91
Afr	AMH1	Vindija	outgroup	0.0011	0.013817	0.081	1497	1494	99571	medium	pseudohaploid	dstat	100000	all	91
Afr	admix	Vindija	outgroup	-0.1083	0.013466	-8.044	1412	1755	99534	medium	pseudohaploid	dstat	100000	all	92
Afr	AMH1	Vindija	outgroup	0.0226	0.013152	1.72	1495	1429	99534	medium	pseudohaploid	dstat	100000	all	92
Afr	admix	Vindija	outgroup	-0.1176	0.013521	-8.701	1446	1831	99550	medium	pseudohaploid	dstat	100000	all	93
Afr	AMH1	Vindija	outgroup	-0.0051	0.012949	-0.393	1503	1519	99550	medium	pseudohaploid	dstat	100000	all	93
Afr	admix	Vindija	outgroup	-0.1153	0.015073	-7.649	1384	1744	99607	medium	pseudohaploid	dstat	100000	all	94
Afr	AMH1	Vindija	outgroup	-0.0171	0.013768	-1.245	1434	1484	99607	medium	pseudohaploid	dstat	100000	all	94
Afr	admix	Vindija	outgroup	-0.1324	0.015092	-8.769	1374	1793	99594	medium	pseudohaploid	dstat	100000	all	95
Afr	AMH1	Vindija	outgroup	-0.0112	0.013792	-0.813	1439	1472	99594	medium	pseudohaploid	dstat	100000	all	95
Afr	admix	Vindija	outgroup	-0.1225	0.014354	-8.535	1438	1840	99552	medium	pseudohaploid	dstat	100000	all	96
Afr	AMH1	Vindija	outgroup	-0.0184	0.013848	-1.328	1494	1550	99552	medium	pseudohaploid	dstat	100000	all	96
Afr	admix	Vindija	outgroup	-0.108	0.01487	-7.265	1448	1798	99591	medium	pseudohaploid	dstat	100000	all	97
Afr	AMH1	Vindija	outgroup	0.0173	0.012739	1.358	1527	1475	99591	medium	pseudohaploid	dstat	100000	all	97
Afr	admix	Vindija	outgroup	-0.1104	0.013838	-7.975	1421	1774	99533	medium	pseudohaploid	dstat	100000	all	98
Afr	AMH1	Vindija	outgroup	-0.0127	0.013564	-0.935	1479	1517	99533	medium	pseudohaploid	dstat	100000	all	98
Afr	admix	Vindija	outgroup	-0.1281	0.013803	-9.278	1416	1832	99590	medium	pseudohaploid	dstat	100000	all	99
Afr	AMH1	Vindija	outgroup	0.0051	0.013958	0.369	1519	1504	99590	medium	pseudohaploid	dstat	100000	all	99
Afr	admix	Vindija	outgroup	-0.0948	0.019096	-4.967	738	892	49771	medium	pseudohaploid	dstat	50000	all	0
Afr	AMH1	Vindija	outgroup	0.0173	0.019576	0.882	766	740	49771	medium	pseudohaploid	dstat	50000	all	0
Afr	admix	Vindija	outgroup	-0.1001	0.019475	-5.139	721	882	49772	medium	pseudohaploid	dstat	50000	all	1
Afr	AMH1	Vindija	outgroup	0.0146	0.019158	0.762	752	731	49772	medium	pseudohaploid	dstat	50000	all	1
Afr	admix	Vindija	outgroup	-0.1075	0.019703	-5.454	702	870	49795	medium	pseudohaploid	dstat	50000	all	2
Afr	AMH1	Vindija	outgroup	0.0025	0.018825	0.132	731	727	49795	medium	pseudohaploid	dstat	50000	all	2
Afr	admix	Vindija	outgroup	-0.1292	0.018971	-6.81	728	944	49788	medium	pseudohaploid	dstat	50000	all	3
Afr	AMH1	Vindija	outgroup	-0.0069	0.01981	-0.347	756	767	49788	medium	pseudohaploid	dstat	50000	all	3
Afr	admix	Vindija	outgroup	-0.127	0.019927	-6.376	689	890	49781	medium	pseudohaploid	dstat	50000	all	4
Afr	AMH1	Vindija	outgroup	0.0063	0.019423	0.326	752	743	49781	medium	pseudohaploid	dstat	50000	all	4
Afr	admix	Vindija	outgroup	-0.0934	0.019983	-4.673	711	858	49796	medium	pseudohaploid	dstat	50000	all	5
Afr	AMH1	Vindija	outgroup	0.0192	0.019286	0.994	744	716	49796	medium	pseudohaploid	dstat	50000	all	5
